rosbagTimestamp,latitude,longitude,altitude
1478609302726189115,47.3658335,8.8075365,637.145
1478609309228493135,47.3658335,8.8075365,637.145
1478609315643883444,47.3658335,8.8075365,637.145
1478609321697445098,47.3658335,8.8075365,637.145
1478609328204644556,47.3658335,8.8075365,637.145
1478609334965450846,47.3658335,8.8075365,637.145
1478609341308111029,47.3658335,8.8075365,637.145
1478609347401982066,47.3658335,8.8075365,637.145
1478609353655216641,47.3658335,8.8075365,637.145
1478609359707828464,47.3658335,8.8075365,637.145
1478609366323946329,47.3658335,8.8075365,637.145
1478609372552129520,47.3658335,8.8075365,637.145
1478609378766436322,47.3658335,8.8075365,637.145
1478609385176116728,47.3658335,8.8075365,637.145
1478609391159469329,47.3658335,8.8075365,637.145
1478609397571213303,47.3658335,8.8075365,637.145
1478609404354628635,47.3658335,8.8075365,637.145
1478609410652592428,47.3658335,8.8075365,637.145
1478609417002682958,47.3658335,8.8075365,637.145
1478609423179134111,47.3658335,8.8075365,637.145
1478609429559320083,47.3658335,8.8075365,637.145
1478609436127124037,47.3658335,8.8075365,637.145
1478609442576199482,47.3658335,8.8075365,637.145
1478609449007537622,47.3658335,8.8075365,637.145
1478609455448860083,47.3658335,8.8075365,637.145
1478609462090958314,47.3658335,8.8075365,637.145
1478609468627093250,47.3658335,8.8075365,637.145
1478609475031803165,47.3658335,8.8075365,637.145
1478609481124618641,47.3658335,8.8075365,637.145
1478609487703197579,47.3658335,8.8075365,637.145
1478609494362751067,47.3658335,8.8075365,637.145
1478609500610849735,47.3658335,8.8075365,637.145
1478609506926236871,47.3658335,8.8075365,637.145
1478609513153711112,47.3658335,8.8075365,637.145
1478609519748216794,47.3658335,8.8075365,637.145
1478609525756152502,47.3658335,8.8075365,637.145
1478609532142957295,47.3658335,8.8075365,637.145
1478609538589126505,47.3658335,8.8075365,637.145
1478609545180929509,47.3658335,8.8075365,637.145
1478609551357031663,47.3658335,8.8075365,637.145
1478609557620103817,47.3658335,8.8075365,637.145
1478609564054790081,47.3658335,8.8075365,637.145
1478609570374579639,47.3658335,8.8075365,637.145
1478609576837100370,47.3658335,8.8075365,637.145
1478609583477947684,47.3658335,8.8075365,637.145
1478609589857862122,47.3658335,8.8075365,637.145
1478609595992401990,47.3658335,8.8075365,637.145
1478609602309505071,47.3658335,8.8075365,637.145
1478609608784597408,47.3658335,8.8075365,637.145
1478609614879649708,47.3658335,8.8075365,637.145
1478609621330522700,47.3658335,8.8075365,637.145
1478609627802523309,47.3658335,8.8075365,637.145
1478609633961718099,47.3658335,8.8075365,637.145
1478609640319129286,47.3658335,8.8075365,637.145
1478609646621642581,47.3658335,8.8075365,637.145
1478609653065832362,47.3658335,8.8075365,637.145
1478609659823819734,47.3658335,8.8075365,637.145
1478609666258694179,47.3658335,8.8075365,637.145
1478609672765096198,47.3658335,8.8075365,637.145
1478609679237688214,47.3658335,8.8075365,637.145
1478609685768006143,47.3658335,8.8075365,637.145
1478609691779546196,47.3658335,8.8075365,637.145
1478609698165672941,47.3658335,8.8075365,637.145
1478609704446141163,47.3658335,8.8075365,637.145
1478609711069239673,47.3658335,8.8075365,637.145
1478609717699258777,47.3658335,8.8075365,637.145
1478609724084533581,47.3658335,8.8075365,637.145
1478609730437567573,47.3658335,8.8075365,637.145
1478609736554618682,47.3658335,8.8075365,637.145
1478609743128211317,47.3658335,8.8075365,637.145
1478609749784513222,47.3658335,8.8075365,637.145
1478609756081127469,47.3658335,8.8075365,637.145
1478609762649381138,47.3658335,8.8075365,637.145
1478609769162137769,47.3658335,8.8075365,637.145
1478609775672186747,47.3658335,8.8075365,637.145
1478609781773500869,47.3658335,8.8075365,637.145
1478609788095951765,47.3658335,8.8075365,637.145
1478609794710234669,47.3658335,8.8075365,637.145
1478609801207679339,47.3658335,8.8075365,637.145
1478609807966022335,47.3658335,8.8075365,637.145
1478609814230485110,47.3658335,8.8075365,637.145
1478609820553066524,47.3658335,8.8075365,637.145
1478609826611598331,47.3658335,8.8075365,637.145
1478609833403047844,47.3658335,8.8075365,637.145
1478609839682739289,47.3658335,8.8075365,637.145
1478609846218352107,47.3658335,8.8075365,637.145
1478609852723199262,47.3658335,8.8075365,637.145
1478609859224791095,47.3658335,8.8075365,637.145
1478609865883339375,47.3658335,8.8075365,637.145
1478609872289409398,47.3658335,8.8075365,637.145
1478609878763206042,47.3658335,8.8075365,637.145
1478609885332201710,47.3658335,8.8075365,637.145
1478609892275193114,47.3658335,8.8075365,637.145
1478609898608077021,47.3658335,8.8075365,637.145
1478609905072567804,47.3658335,8.8075365,637.145
1478609911640276705,47.3658335,8.8075365,637.145
1478609918214790033,47.3658335,8.8075365,637.145
1478609924514514209,47.3658335,8.8075365,637.145
1478609930799153695,47.3658335,8.8075365,637.145
1478609937185444558,47.3658335,8.8075365,637.145
1478609943658846126,47.3658335,8.8075365,637.145
1478609949805492560,47.3658335,8.8075365,637.145
1478609956138826294,47.3658335,8.8075365,637.145
1478609962613681811,47.3658335,8.8075365,637.145
1478609969077861409,47.3658335,8.8075365,637.145
1478609975818283220,47.3658335,8.8075365,637.145
1478609982453036706,47.3658335,8.8075365,637.145
1478609989090412318,47.3658335,8.8075365,637.145
1478609995468244599,47.3658335,8.8075365,637.145
1478610001941301905,47.3658335,8.8075365,637.145
1478610008377394479,47.3658335,8.8075365,637.145
1478610014852228395,47.3658335,8.8075365,637.145
1478610021030990113,47.3658335,8.8075365,637.145
1478610027204568245,47.3658335,8.8075365,637.145
1478610033649325870,47.3658335,8.8075365,637.145
1478610040035133867,47.3658335,8.8075365,637.145
1478610046135614974,47.3658335,8.8075365,637.145
1478610052552485607,47.3658335,8.8075365,637.145
1478610058996077993,47.3658335,8.8075365,637.145
1478610065531657022,47.3658335,8.8075365,637.145
1478610071923797068,47.3658335,8.8075365,637.145
1478610078494177446,47.3658335,8.8075365,637.145
1478610084790047556,47.3658335,8.8075365,637.145
1478610091073589830,47.3658335,8.8075365,637.145
1478610097596654517,47.3658335,8.8075365,637.145
1478610103689130919,47.3658335,8.8075365,637.145
1478610110009817432,47.3658335,8.8075365,637.145
1478610116365643229,47.3658335,8.8075365,637.145
1478610122631402460,47.3658335,8.8075365,637.145
1478610128910038433,47.3658335,8.8075365,637.145
1478610135451563610,47.3658335,8.8075365,637.145
1478610142338541571,47.3658335,8.8075365,637.145
1478610148549359770,47.3658335,8.8075365,637.145
1478610154602397019,47.3658335,8.8075365,637.145
1478610161129158754,47.3658335,8.8075365,637.145
1478610167175058891,47.3658335,8.8075365,637.145
1478610173586874343,47.3658335,8.8075365,637.145
1478610180139507241,47.3658335,8.8075365,637.145
1478610186521204126,47.3658335,8.8075365,637.145
1478610192747927642,47.3658335,8.8075365,637.145
1478610199044231217,47.3658335,8.8075365,637.145
1478610205605627920,47.3658335,8.8075365,637.145
1478610212344180893,47.3658335,8.8075365,637.145
1478610218877755430,47.3658335,8.8075365,637.145
1478610225571386205,47.3658335,8.8075365,637.145
1478610231943084632,47.3658335,8.8075365,637.145
1478610238702624268,47.3658335,8.8075365,637.145
